CRASH_ID,CTY_NAME,MUN_NAME,DATE,DAY,TIME,POL_CODE,POL_DEPT,POL_STA,KILLED,INJURED,PED_KILL,PED_INJ,SEVERITY,INTERSEC,ALCOHOL,HAZMAT,CRASH_TYPE,VEH_COUNT,LOCATION,LOC_DIR,ROUTE,RT_SFX,SRI,MP,RD_SYS,RD_CHAR,RD_SURF,SURF_COND,LIGHT,WEATHER,RD_DIV,RD_WRKZN,X_DIST,DIST_UNT,X_DIR,X_NAME,IS_RAMP,RAMP_RT,RAMP_DIR,SPD_LMT,SPD_X,LAT,LONG,CELL_USE,PROP_DMG,BADGE,TIME_ROUND,TMC
2015160215-000194              ,PASSAIC     ,CLIFTON CITY            ,1/2/2015,F ,1400,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,3.82,2,1,2,1,1,1,1,1,,AT,,CR 601 / MAIN AVE                  ,,,,50,25,,,N,,181,14:00,120-04740
2013160213-13175               ,PASSAIC     ,CLIFTON CITY            ,11/26/2013,TU,1720,1,CLIFTON PD               ,PATROL CAR 7   ,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,4.12,2,1,2,2,6,2,1,2,,AT,,CLIFTON COMMONS                    ,,,,55,,,,N,NONE                                                                            ,11503,17:20,120N04740
2.02E+17,PASSAIC     ,CLIFTON CITY            ,3/17/2016,TH,520,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,10,1,NJ 3                                              ,E,3,,00000003__      ,2.83,2,1,2,1,5,1,1,1,1000,FE,N,CR 622 / BLOOMFIELD AVE            ,,,,55,35,,,N,NONE                                                                            ,7239,5:20,120-07443
2015160215-000635              ,PASSAIC     ,CLIFTON CITY            ,1/6/2015,TU,946,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,3.4,2,1,2,3,2,3,1,1,100,FE,W,CR 603 / PASSAIC AVE               ,,,,55,35,,,N,GUARD RAIL                                                                      ,274,9:45,120-07442
2013160213-13194               ,PASSAIC     ,CLIFTON CITY            ,11/27/2013,W ,601,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,3.42,2,1,2,2,6,2,1,1,,AT,W,CR 603 / PASSAIC AVE               ,,,,55,25,,,N,NONE                                                                            ,7028,6:00,120-07442
2014160214-288                 ,PASSAIC     ,CLIFTON CITY            ,1/9/2014,TH,1157,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,4.8,2,1,2,1,1,1,1,2,500,FE,W,NJ 21                              ,,,,35,35,40.82401,74.12604,N,,260,11:55,120-04738
2015160215-000734              ,PASSAIC     ,CLIFTON CITY            ,1/6/2015,TU,2312,1,CLIFTON PD               ,CLIFTON P.D.   ,0,1,0,0,I,B,N,N,9,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,0,4,6,7,1,1,1056,FE,W,,T,MAIN AVE                 ,SB,55,,,,N,WARD MONTCLAIR COUNTY CLUB; SIGN AND GARDEN.                                    ,526,23:10,120-07448
2014160214-2886                ,PASSAIC     ,CLIFTON CITY            ,3/13/2014,TH,631,1,CLIFTON PD               ,POST 7         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,4.86,2,2,2,1,1,1,1,1,150,FE,W,NJ 21                              ,,,,55,,40.82355,74.12509,N,NONE                                                                            ,13520,6:30,120-04738
2018090918-031252              ,HUDSON      ,SECAUCUS TOWN           ,12/2/2018,SU,1435,1,SECAUCUS PD              ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,9.12,2,,2,2,1,2,2,1,,,,,T,CR 681/PATERSON PLANK RD.,EB,50,,,,N,,142,14:35,120-04731
2015160215-00313               ,PASSAIC     ,CLIFTON CITY            ,1/3/2015,SA,1216,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,3,2,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,2,1,3,1,1,,,,,T,MAIN AVE                 ,EB,55,,,,N,,260,12:15,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/31/2017,TU,828,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,,1,1,1,1,1,1,30,FE,E,,F,RT 21                    ,,55,,,,N,,7118,8:30,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,3/20/2016,S ,2342,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,2,6,3,2,1,,,,,T,CR 601                   ,NB,55,,,,N,NONE                                                                            ,7175,23:40,120-07448
2014160214-2940                ,PASSAIC     ,CLIFTON CITY            ,3/14/2014,F ,1520,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,I,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,4.89,2,2,1,1,1,1,1,2,,AT,,NJ 21                              ,,,,40,55,40.82333,74.12466,N,NONE                                                                            ,8036,15:20,120-04738
2013160213-13308               ,PASSAIC     ,CLIFTON CITY            ,11/30/2013,SA,1752,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,6,1,1,2,100,FE,W,,T,ROUTE 21                 ,SB,50,,,,Y,,1279,17:50,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,3/22/2016,TU,711,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,1,1,1,1,1,,,,,T,NJ 21                    ,NB,55,,,,N,NONE                                                                            ,7124,7:10,120-07448
2013160213-13314               ,PASSAIC     ,CLIFTON CITY            ,11/30/2013,SA,2047,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,I,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,4.2,2,1,2,1,6,1,2,2,,AT,,CLIFTON COMMONS ENTRANCE           ,,,,55,25,,,N,MINOR DAMAGE TO CONCRETE POLE                                                   ,6019,20:45,120N04740
2014160214-299                 ,PASSAIC     ,CLIFTON CITY            ,1/9/2014,TH,1748,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,6,1,1,2,300,FE,W,,T,RT 21                    ,SB,45,,,,N,NONE                                                                            ,12573,17:50,120-07448
2015160215-006463              ,PASSAIC     ,CLIFTON CITY            ,2/12/2015,TH,917,1,CLIFTON PD               ,CLIFTON PD     ,0,0,0,0,P,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,2.25,2,1,2,1,1,5,5,1,2500,FE,E,HEPBURN RD                         ,,,,55,,,,N,NONE                                                                            ,,9:15,120N07444
2013160213-1335                ,PASSAIC     ,CLIFTON CITY            ,2/4/2013,M ,1130,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,3.38,2,2,2,1,1,1,1,1,200,FE,W,CR 603 / PASSAIC AVE               ,,,,55,35,,,N,,260,11:30,120-07442
2014160214-3073                ,PASSAIC     ,CLIFTON CITY            ,3/18/2014,TU,756,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,4.85,2,4,2,1,1,1,1,2,200,FE,W,NJ 21                              ,,,,55,55,40.82363,74.12524,N,,260,7:55,120-04738
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/2/2017,TH,1011,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,3,NJ 3                                              ,E,3,,00000003__      ,4.85,2,,2,1,1,1,5,1,200,FE,S,NJ 21                              ,,,,55,55,40.82517,74.12953,N,,,10:10,120-04738
2018090918-031992              ,HUDSON      ,SECAUCUS TOWN           ,12/8/2018,SA,1706,1,SECAUCUS PD              ,,0,4,0,0,I,B,N,N,1,3,NJ 3                                              ,E,3,,00000003__      ,9.9,2,,2,1,6,1,1,1,,,,,,,,50,,,,N,,,17:05,120N04729
2018090918-032067              ,HUDSON      ,SECAUCUS TOWN           ,12/9/2018,SU,1344,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,9.6,2,,2,1,1,1,2,1,,,,,,,,,,,,N,,129,13:45,120-04729
2014160214-3089                ,PASSAIC     ,CLIFTON CITY            ,3/18/2014,TU,1803,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,1,1,1,1,1,,,,,F,GROVE STREET             ,,55,,,,N,NONE                                                                            ,239,18:05,120-07448
2015160215-010643              ,PASSAIC     ,CLIFTON CITY            ,3/9/2015,M ,1119,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,I,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,2,1,1,1,1,,AT,,,F,MAIN AVE/ RT 3           ,EB,50,,,,N,GUARD RAIL - RAMP FROM MAIN AVE / RT 3E.                                        ,187,11:20,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/2/2017,TH,1550,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,1,1,1,1,,,,,F,RIVER RD                 ,SB,55,,40.82565,74.12726,N,,7232,15:50,120-07448
2014160214-3109                ,PASSAIC     ,CLIFTON CITY            ,3/19/2014,W ,809,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,3.73,2,2,2,1,1,1,1,2,500,FE,W,CR 601 / MAIN AVE                  ,,,,35,35,40.83203,74.14351,N,NONE                                                                            ,9041,8:10,120-04740
2014160214-3110                ,PASSAIC     ,CLIFTON CITY            ,3/19/2014,W ,809,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,3.97,2,1,2,1,1,5,1,2,800,FE,E,CR 601 / MAIN AVE                  ,,,,55,30,40.83022,74.13957,N,NONE                                                                            ,268,8:10,120-04740
2.02E+17,PASSAIC     ,CLIFTON CITY            ,3/25/2016,F ,1452,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,1,1,1,1,,AT,,,F,RT 21 S                  ,,55,,,,N,NONE                                                                            ,7224,14:50,120-07448
2014160214-3143                ,PASSAIC     ,CLIFTON CITY            ,3/20/2014,TH,1602,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,3.46,2,1,2,4,1,4,1,1,200,FE,E,CR 603 / PASSAIC AVE               ,,,,55,35,40.83408,74.14795,N,NONE                                                                            ,214,16:00,120N07442
2015160215-019912              ,PASSAIC     ,CLIFTON CITY            ,5/5/2015,TU,1157,1,CALIFON PD               ,CLIFTON PD     ,0,0,0,0,P,B,N,N,15,1,NJ 3                                              ,E,3,,00000003__      ,1.44,2,1,2,1,1,1,5,1,200,FE,S,PARKWAY SOUTH                      ,,,,55,50,,,N,NONE                                                                            ,*****,11:55,120-07444
2.02E+17,PASSAIC     ,CLIFTON CITY            ,3/30/2016,W ,734,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,1,1,1,1,10,FE,W,,T,GSP S                    ,,50,,,,N,NONE                                                                            ,7167,7:35,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/4/2017,SA,342,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,99,1,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,6,1,2,1,,,,,F,RT 21                    ,,35,,40.82337,74.12765,N,,7169,3:40,120-07448
2014160214-3199                ,PASSAIC     ,CLIFTON CITY            ,3/21/2014,F ,1345,1,CLIFTON PD               ,CLIFTON PD     ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,1.4,2,1,2,1,1,1,5,1,750,FE,E,ROUTE 509 / BROAD ST               ,,,,55,25,40.85363,74.17665,N,NONE                                                                            ,,13:45,120-07444
2.02E+17,PASSAIC     ,CLIFTON CITY            ,3/30/2016,W ,1648,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,1,1,1,1,650,FE,E,,F,CR 622                   ,,55,,,,N,NONE OBSERVED/REPORTED                                                          ,7177,16:50,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/4/2017,WE,1825,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,2.47,2,,2,1,6,1,1,1,900,FE,W,CR 622 / BLOOMFIELD AVE            ,,,,50,25,40.84055,74.16157,N,,7228,18:25,120-07443
2013160213-13563               ,PASSAIC     ,CLIFTON CITY            ,12/6/2013,F ,1958,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,2,2,2,6,2,1,2,200,FE,W,,T,ROUTE 21                 ,SB,55,,,,N,NONE                                                                            ,512,20:00,120-07448
2018090918-032599              ,HUDSON      ,SECAUCUS TOWN           ,12/13/2018,TH,935,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,8.7,2,,2,1,1,3,1,1,,,,MEADOWLANDS PKWY                   ,,,,55,,,,N,,159,9:35,120-04731
2015160215-027963              ,PASSAIC     ,CLIFTON CITY            ,6/21/2015,S ,1406,1,CLIFTON PD               ,CLIFTON PD     ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,0,2,1,2,1,1,1,5,1,700,FE,E,CR 621                             ,,,,55,25,,,N,NONE                                                                            ,*****,14:05,120-07448
2014160214-3286                ,PASSAIC     ,CLIFTON CITY            ,3/24/2014,M ,803,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,3.91,2,1,2,1,1,1,1,2,500,FE,E,CR 601 / MAIN AVE                  ,,,,35,35,40.83067,74.14056,N,,260,8:05,120-04740
2015160215-029260              ,PASSAIC     ,CLIFTON CITY            ,6/29/2015,M ,656,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,4,2,1,1,1,5,1,100,FE,N,,F,ROUTE 21                 ,SB,25,,,,N,NONE                                                                            ,269,6:55,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,4/2/2016,SA,1748,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,1,1,1,2,1,,,,,,,,25,,,,N,NONE                                                                            ,7166,17:50,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/8/2017,WE,1942,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,6,1,1,1,,FE,,,F,375 ROUTE 3 E            ,,55,,40.8293,74.13787,N,,548,19:40,120-07448
2015160215-032190              ,PASSAIC     ,CLIFTON CITY            ,7/16/2015,TH,1252,1,CLIFTON PD               ,CLIFTON        ,0,2,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,0.42,2,1,2,1,1,1,5,1,500,FE,W,CR 623 / GROVE ST                  ,,,,55,,,,N,,269,12:50,120N07448
2013160213-13679               ,PASSAIC     ,CLIFTON CITY            ,12/9/2013,M ,1653,1,CLIFTON PD               ,CLIFTON        ,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,4.07,2,1,2,2,6,1,1,1,1320,FE,E,CR 601 / MAIN AVE                  ,,,,55,25,,,N,,258,16:55,120N04740
2018090918-033409              ,HUDSON      ,SECAUCUS TOWN           ,12/18/2018,TU,2018,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,1,5,NJ 3                                              ,E,3,,00000003__      ,10.2,2,,2,1,6,1,5,2,,,,,T,NJ 495                   ,,50,,,,N,,,20:20,120N04729
2014160214-3289                ,PASSAIC     ,CLIFTON CITY            ,3/24/2014,M ,905,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,1,1,1,2,,,,,F,NJ 21                    ,SB,55,,,,N,,260,9:05,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/11/2017,SA,1245,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,99,1,NJ 3                                              ,E,3,,00000003__      ,3.33,2,,2,1,1,1,1,1,500,FE,W,CR 603 / PASSAIC AVE               ,,,,50,25,40.8398,74.16093,N,,7179,12:45,120-07442
2018090918-033500              ,HUDSON      ,SECAUCUS TOWN           ,12/19/2018,WE,1032,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,10.1,2,,2,1,1,1,2,1,,,,,,,,55,,,,N,,159,10:30,120N04729
2013160213-13699               ,PASSAIC     ,CLIFTON CITY            ,12/10/2013,TU,608,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,6,1,1,2,,,,,F,ROUTE 21                 ,NB,55,,,,N,NONE                                                                            ,12504,6:10,120-07448
2014160214-330                 ,PASSAIC     ,CLIFTON CITY            ,1/10/2014,F ,1047,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,3,1,1,5,1,,,,,T,MAIN AVE                 ,SB,55,,,,N,,260,10:45,120-07448
2015160215-036048              ,PASSAIC     ,CLIFTON CITY            ,8/8/2015,SA,1439,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,6,2,1,1,1,1,1,,AT,,,F,BLOOMFIELD AVE/ RT 3     ,EB,50,,,,N,,187,14:40,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/12/2017,SU,1152,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,2.65,2,,2,2,1,7,1,1,75,FE,E,CR 622 / BLOOMFIELD AVE            ,,,,55,35,40.83938,74.15922,N,,7144,11:50,120-07443
2013160213-13716               ,PASSAIC     ,CLIFTON CITY            ,12/10/2013,TU,948,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,,2,2,2,3,1,3,1,1,25,FE,,,F,PASSAIC COUNTY 622       ,EB,,,,,N,NONE                                                                            ,268,9:50,120-07448
2014160214-3352                ,PASSAIC     ,CLIFTON CITY            ,3/26/2014,W ,649,1,CLIFTON PD               ,PATROLS        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,1,1,1,1,1000,FE,W,,T,RT 21                    ,SB,55,,,,N,NONE                                                                            ,10045,6:50,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/13/2017,MO,959,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,,2,4,1,10,2,1,,,,,F,BLOOMFIELD AVE           ,EB,55,,40.8396,74.1597,N,,7144,10:00,120-07448
2013160213-13774               ,PASSAIC     ,CLIFTON CITY            ,12/11/2013,W ,1234,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,2,2,2,1,1,1,2,,,,,F,RT 21                    ,SB,55,,,,N,NONE                                                                            ,268,12:35,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/13/2017,MO,1830,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,6,1,1,1,800,FE,W,,T,ROUTE 21 EXIT RAMP       ,,55,,40.82993,74.13906,N,,7105,18:30,120-07448
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/14/2017,TU,1223,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,0.51,2,,2,1,1,1,5,1,5,FE,E,CR 623 / GROVE ST                  ,,,,55,25,40.86494,74.18254,N,,7167,12:25,120N07448
2013160213-13802               ,PASSAIC     ,CLIFTON CITY            ,12/12/2013,TH,709,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,3,2,1,1,1,5,1,1000,FE,W,,,NJ 21                    ,SB,35,,,,N,,269,7:10,120-07448
2013160213-13805               ,PASSAIC     ,CLIFTON CITY            ,12/12/2013,TH,757,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,1.24,2,1,2,1,1,1,5,1,100,FE,W,ROUTE 509 / BROAD ST               ,,,,55,,,,N,,269,7:55,120N07447
2018090918-034539              ,HUDSON      ,SECAUCUS TOWN           ,12/27/2018,TH,1103,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,9.2,2,,2,1,1,1,1,1,,,,,,,,55,,,,N,,159,11:05,120-04731
2018090918-034672              ,HUDSON      ,SECAUCUS TOWN           ,12/28/2018,FR,1203,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,10,2,,2,2,1,2,1,2,,,,,,,,50,,,,N,,159,12:05,120N04729
2014160214-339                 ,PASSAIC     ,CLIFTON CITY            ,1/10/2014,F ,1335,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,15,2,NJ 3                                              ,E,3,,00000003__      ,4.89,2,2,2,1,1,5,1,2,,AT,W,NJ 21                              ,,,,55,35,40.82333,74.12466,N,,260,13:35,120-04738
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/15/2017,WE,2312,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,15,1,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,6,1,1,1,500,FE,,,T,PARKWAY S                ,,50,,40.85363,74.17701,N,,7210,23:10,120-07448
2014160214-340                 ,PASSAIC     ,CLIFTON CITY            ,1/10/2014,F ,1336,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,4.42,2,2,2,3,1,3,1,2,,AT,W,CR 624 / OAK RD / RIVER RD         ,,,,55,35,40.82679,74.13214,N,NONE                                                                            ,5010,13:35,120-04739
2018090918-034708              ,HUDSON      ,SECAUCUS TOWN           ,12/28/2018,FR,1856,1,SECAUCUS PD              ,,0,0,0,0,P,B,N,N,2,2,NJ 3                                              ,E,3,,00000003__      ,9.89,2,,2,2,6,2,2,1,,,,,,,,45,,,,N,CURB AND CUSHION DIVIDER                                                        ,155,18:55,120N04729
2015160215-10673               ,PASSAIC     ,CLIFTON CITY            ,3/9/2015,M ,1425,1,CLIFTON PD               ,PATROL         ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,5,2,1,1,1,2,1,50,FE,E,,T,ROUTE 3                  ,EB,20,,,,N,NONE                                                                            ,6019,14:25,120-07448
2013160213-13893               ,PASSAIC     ,CLIFTON CITY            ,12/14/2013,SA,313,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,I,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,3.42,2,2,2,1,6,1,1,1,,AT,E,CR 603 / PASSAIC AVE               ,,,,50,25,,,N,50MPH. NO STOPPING SIGN UTILITY POLE 67684C                                     ,284,3:15,120-07442
2013160213-13934               ,PASSAIC     ,CLIFTON CITY            ,12/15/2013,S ,1045,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,15,2,NJ 3                                              ,E,3,,00000003__      ,3.42,2,2,2,2,1,1,1,1,,AT,E,CR 603 / PASSAIC AVE               ,,,,55,35,,,N,,2?0  ,10:45,120-07442
2014160214-3477                ,PASSAIC     ,CLIFTON CITY            ,3/29/2014,SA,1358,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,4.83,2,1,2,2,1,2,5,2,300,FE,W,NJ 21                              ,,,,55,55,40.82378,74.12556,N,NONE                                                                            ,254,14:00,120-04738
2.02E+17,PASSAIC     ,CLIFTON CITY            ,4/10/2016,S ,1601,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,1,1,1,1,1,,,,,F,CR 622                   ,EB,55,,,,N,NONE                                                                            ,7105,16:00,120-07448
2014160214-3481                ,PASSAIC     ,CLIFTON CITY            ,3/29/2014,SA,1358,1,CLIFTON PD               ,CLIFTON        ,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,,2,1,2,2,5,2,1,2,750,FE,W,,T,RT 2                     ,SB,55,,,,N,NONE                                                                            ,8635,14:00,120-07448
2014160214-3530                ,PASSAIC     ,CLIFTON CITY            ,3/31/2014,M ,611,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,4.84,2,2,2,2,2,2,1,1,260,FE,W,NJ 21                              ,,,,55,55,40.82369,74.12537,N,NONE                                                                            ,12514,6:10,120-04738
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/20/2017,MO,2145,1,CLIFTON PD               ,,0,0,0,0,P,I,N,N,11,1,NJ 3                                              ,E,3,,00000003__      ,,2,,2,1,6,1,5,1,,AT,,,F,BLOOMFIELD AVE           ,,55,,40.8398,74.16093,N,,7211,21:45,120-07448
2014160214-3531                ,PASSAIC     ,CLIFTON CITY            ,3/31/2014,M ,747,1,CLIFTON PD               ,CLIFTON        ,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,1.07,2,1,2,2,1,0,5,1,1000,FE,W,ROUTE 509 / BROAD ST               ,,,,55,,40.85765,74.17986,N,,269,7:45,120-07447
2.02E+17,PASSAIC     ,CLIFTON CITY            ,1/2/2018,TU,743,1,CLIFTON PD               ,,0,0,0,0,P,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,2.55,2,,2,1,1,1,5,1,500,FE,W,CR 622 / BLOOMFIELD AVE            ,,,,55,35,,,N,,7118,7:45,120-07443
2013160213-14058               ,PASSAIC     ,CLIFTON CITY            ,12/18/2013,W ,959,1,CLIFTON PD               ,CLIFTON        ,0,0,0,0,P,I,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,2.64,2,1,2,2,1,1,1,1,,AT,W,CR 622 / BLOOMFIELD AVE            ,,,,56,25,,,N,NONE                                                                            ,7033,10:00,120-07443
2.02E+17,PASSAIC     ,CLIFTON CITY            ,2/22/2017,WE,831,1,CLIFTON PD               ,,0,1,0,0,I,B,N,N,1,2,NJ 3                                              ,E,3,,00000003__      ,2.26,2,,2,1,1,1,1,1,2000,FE,W,CR 622 / BLOOMFIELD AVE            ,,,,55,,40.85127,74.1769,N,,7079,8:30,120N07444
